,year,congress,party,district,statenam,name,ngirls,nboys,totchi,anygirls,propgirls,rgroup,statabb,statalph,region,repub,srvlng,female,white,bday,age,demvote,medinc,perf,perw,perhs,percol,perur,alabort,moreserv,moredef,morecrimesp,protgay,dr1per,dr2per,dr3per,dr4per,dr5per,aauw,rtl,nowtot,now1,now2,now3,now4,now5,now6,now7,now8,now9,now10,now11,now12,now13,now14,now15,now16,now17,now18,now19,now20
1049,2001-2002,107,2,8,INDIANA,"HOSTETTLER, JOHN",2,2,4,1,0.5,1,IN,15,3,1,7,0,1,6/19/1951,49,0.422680408,31375,0.52921176,0.95818305,0.745000005,0.157000005,0.582030475,0.243401766,0.264084518,0.252365917,0.538461566,0.525714278,0.550000012,0.200000003,0.01,0.050000001,0.189999998,27,100,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1050,2001-2002,107,2,31,NEW YOR,"HOUGHTON, AMORY, JR.",0,0,0,0,0,1,NY,33,2,1,15,0,1,8/7/1926,74,0.446808517,30172,0.519636214,0.958916962,0.754999995,0.150000006,0.397274345,0.568807364,0.472647697,0.170923382,0.588550985,0.705128193,0.300000012,0.379999995,0,0.119999997,0.189999998,45,6,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1051,2001-2002,107,1,5,MARYLAN,"HOYER, STENY H.",3,0,3,1,1,1,MD,21,5,0,21,0,1,6/14/1939,61,0.567010283,51367,0.502521098,0.772335052,0.831999958,0.254000008,0.69980979,0.559139788,0.40397352,0.17159763,0.628272235,0.742574275,0.5,0.219999999,0.029999999,0.07,0.180000007,100,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1052,2001-2002,107,2,9,MISSOUR,"HULSHOF, KENNY",2,0,2,1,1,2,MO,26,4,1,5,0,1,3/22/1958,42,0.443298966,31682,0.520940542,0.950090349,0.736000001,0.166000009,0.485859871,0.436241597,0.267175585,0.234482765,0.609271526,0.646341443,0.560000002,0.189999998,0.02,0.02,0.209999993,18,100,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1053,2001-2002,107,2,52,CALIFOR,"HUNTER, DUNCAN L.",0,2,2,0,0,1,CA,5,9,1,21,0,1,5/31/1948,52,0.431578934,37396,0.51427865,0.83601445,0.779000044,0.171000004,0.890452445,0.567669153,0.378809869,0.231168836,0.634146333,0.672877848,0.330000013,0.319999993,0.02,0.079999998,0.25,0,100,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1054,2001-2002,107,2,3,ARKANSA,"HUTCHINSON, ASA",1,3,4,1,0.25,1,AR,4,7,1,5,0,1,12/3/1950,50,0.385416657,25935,0.521601796,0.958898962,0.688000023,0.133000001,0.506092191,0.32520324,0.416666657,0.408163279,0.682539701,0.578947365,0.730000019,0.07,0.01,0.02,0.170000002,9,100,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1055,2001-2002,107,2,6,ILLINOI,"HYDE, HENRY JOHN",1,3,4,1,0.25,2,IL,14,3,1,27,0,1,4/18/1924,76,0.463917524,50729,0.519225955,0.918130279,0.851000011,0.286000013,1,0.445736438,0.427884609,0.200787395,0.661596954,0.678571403,0.460000008,0.289999992,0,0.059999999,0.189999998,0,100,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1056,2001-2002,107,1,1,WASHING,"INSLEE, JAY",0,3,3,0,0,1,WA,48,9,0,5,0,1,2/9/1951,49,0.5625,45857,0.513618112,0.916356146,0.906999946,0.312000006,0.902371705,0.591397822,0.269230783,0.205555558,0.529100537,0.707964599,0.389999986,0.200000003,0.039999999,0.050000001,0.310000002,100,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1057,2001-2002,107,2,6,GEORGIA,"ISAKSON, JOHNNY",1,2,3,1,0.333333343,1,GA,11,5,1,3,0,1,12/28/1944,56,0.329896897,55056,0.513513803,0.912298739,0.904999971,0.400000006,0.888364851,0.346153855,0.447272718,0.252427191,0.627027035,0.631578922,0.689999998,0.079999998,0.02,0.050000001,0.159999996,18,81,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1058,2001-2002,107,2,2,NEW YORK,"ISRAEL, STEVE",2,0,2,1,1,4,NY,33,2,1,1,0,1,5/30/1958,42,0.583333313,53215,0.51956749,0.854765415,0.801999986,0.188999996,0.998561203,0.568807364,0.472647697,0.170923382,0.588550985,0.705128193,0.300000012,0.379999995,0,0.119999997,0.189999998,100,6,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1059,2001-2002,107,2,48,CALIFOR,"ISSA, DARRELL",0,1,1,0,0,1,CA,5,9,1,1,0,1,11/1/1953,47,0.375,46683,0.483465046,0.832554877,0.863000035,0.27700001,0.891776979,0.567669153,0.378809869,0.231168836,0.634146333,0.672877848,0.330000013,0.319999993,0.02,0.079999998,0.25,9,100,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1060,2001-2002,107,2,5,OKLAHOM,"ISTOOK, ERNEST JIM",3,2,5,1,0.600000024,3,OK,37,7,1,9,0,1,2/11/1950,50,0.306122452,34888,0.531041443,0.865909159,0.818000019,0.263999999,0.866883874,0.285714298,0,0.142857149,0.571428597,0.714285731,0.709999979,0.07,0,0.029999999,0.189999998,0,100,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
