,year,congress,party,district,statenam,name,ngirls,nboys,totchi,anygirls,propgirls,rgroup,statabb,statalph,region,repub,srvlng,female,white,bday,age,demvote,medinc,perf,perw,perhs,percol,perur,alabort,moreserv,moredef,morecrimesp,protgay,dr1per,dr2per,dr3per,dr4per,dr5per,aauw,rtl,nowtot,now1,now2,now3,now4,now5,now6,now7,now8,now9,now10,now11,now12,now13,now14,now15,now16,now17,now18,now19,now20
200,1997-1998,105,2,3,NORTH C,"JONES, WALTER B., JR.",1,0,1,1,1,2,NC,34,5,1,3,0,1,2/10/1943,53,0.400000006,28625,0.516150713,0.766488016,0.715999961,0.143999994,0.377708018,0.270491809,0.445945948,0.20408164,0.75,0.662500024,0.689999998,0.100000001,0.01,0.050000001,0.150000006,0,100,5,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
201,1997-1998,105,1,11,PENNSYL,"KANJORSKI, PAUL E.",1,0,1,1,1,2,PA,39,2,0,13,0,1,4/2/1937,59,0.479999989,30425,0.534941733,0.983829677,0.716999948,0.127000004,0.60352385,0.423664123,0.419689119,0.172131151,0.475655437,0.673076928,0.479999989,0.270000011,0.01,0.059999999,0.180000007,63,85,50,0,0,0,0,1,0,0,0,1,0,0,0,1,1,1,1,1,1,1,1
202,1997-1998,105,1,9,OHIO,"KAPTUR, MARCIA",0,0,0,0,0,2,OH,36,3,0,15,1,1,1/17/1946,50,0.550000012,35473,0.533142984,0.849131465,0.768999994,0.162999988,0.864740133,0.380597025,0.365079373,0.195744678,0.54411763,0.590062141,0.540000021,0.189999998,0.01,0.059999999,0.200000003,75,68,75,1,1,0,0,1,1,1,1,1,1,0,0,0,1,1,1,1,1,1,1
203,1997-1998,105,2,12,OHIO,"KASICH, JOHN R.",0,0,0,0,0,1,OH,36,3,1,15,0,1,5/13/1952,44,0.469999999,37089,0.533703625,0.748440206,0.801999986,0.234999999,0.85391891,0.380597025,0.365079373,0.195744678,0.54411763,0.590062141,0.540000021,0.189999998,0.01,0.059999999,0.200000003,0,100,10,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0
204,1997-1998,105,2,19,NEW YOR,"KELLY, SUE",1,3,4,1,0.25,1,NY,33,2,1,3,1,1,9/26/1936,60,0.479999989,57419,0.507077157,0.890117288,0.833999991,0.324000001,0.699397087,0.568807364,0.472647697,0.170923382,0.588550985,0.705128193,0.300000012,0.379999995,0,0.119999997,0.189999998,50,25,45,0,0,0,0,1,1,1,1,1,0,1,0,0,0,0,1,0,1,1,0
205,1997-1998,105,1,8,MASSACH,"KENNEDY, JOSEPH P., II",0,2,2,0,0,2,MA,22,1,0,11,0,1,9/24/1952,44,0.769999981,35764,0.524106145,0.65196985,0.76699996,0.360000014,0.99628377,0.588785052,0.406779647,0.170731708,0.671111107,0.765957475,0.239999995,0.439999998,0.01,0.079999998,0.230000004,100,5,80,1,0,1,1,1,1,1,1,1,0,0,0,1,1,1,1,1,1,1,1
206,1997-1998,105,1,1,RHODE I,"KENNEDY, PATRICK J.",0,0,0,0,0,2,RI,40,1,0,3,0,1,7/14/1967,29,0.610000014,38896,0.530619323,0.928085208,0.706999958,0.218999997,0.914076209,NA,NA,NA,NA,NA,0.239999995,0.50999999,0.02,0.039999999,0.189999998,75,20,80,1,1,0,1,1,1,1,1,1,0,1,0,1,0,1,1,1,1,1,1
207,1997-1998,105,1,1,CONNECT,"KENNELLY, BARBARA B.",3,1,4,1,0.75,2,CT,7,1,0,16,1,1,7/10/1936,60,0.589999974,47493,0.531381905,0.783035517,0.779000044,0.266000003,0.891862631,NA,NA,NA,NA,NA,0.419999987,0.319999993,0.02,0.059999999,0.180000007,100,5,75,1,1,1,1,0,1,0,1,0,1,1,0,1,0,1,1,1,1,1,1
208,1997-1998,105,1,9,MICHIGA,"KILDEE, DALE E.",1,2,3,1,0.333333343,2,MI,23,3,0,21,0,1,9/16/1929,67,0.460000008,40647,0.524971128,0.794208169,0.779999971,0.177000001,0.797769547,0.388261855,0.336182326,0.233830839,0.648351669,0.615686297,0.529999971,0.230000004,0.01,0.059999999,0.189999998,63,90,55,0,1,0,0,0,0,0,0,0,1,1,0,1,1,1,1,1,1,1,1
209,1997-1998,105,1,15,MICHIGA,"KILPATRICK, CAROLYN C.",1,1,2,1,0.5,1,MI,23,3,0,1,1,0,6/25/1945,51,0.870000005,19738,0.545836687,0.264157712,0.585999966,0.111000001,0.999960423,0.388261855,0.336182326,0.233830839,0.648351669,0.615686297,0.529999971,0.230000004,0.01,0.059999999,0.189999998,100,0,95,1,1,1,1,1,1,1,1,1,1,1,0,1,1,1,1,1,1,1,1
210,1997-1998,105,2,41,CALIFOR,"KIM, JAY C.",1,2,3,1,0.333333343,1,CA,5,9,1,5,0,0,3/27/1939,57,0.430000007,48401,0.494193524,0.680082381,0.768000007,0.214000002,0.988167584,0.567669153,0.378809869,0.231168836,0.634146333,0.672877848,0.330000013,0.319999993,0.02,0.079999998,0.25,13,95,10,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0
211,1997-1998,105,1,3,WISCONS,"KIND, RONALD JAMES",0,1,1,0,0,1,WI,50,3,0,1,0,1,3/16/1963,33,0.5,31244,0.516426921,0.980111599,0.780999959,0.162999988,0.44113788,0.379061371,0.275423735,0.159695819,0.475177318,0.709219873,0.5,0.280000001,0,0.02,0.200000003,88,20,85,1,1,0,1,1,1,1,1,1,1,0,1,1,0,1,1,1,1,1,1
212,1997-1998,105,2,3,NEW YOR,"KING, PETER T.",1,1,2,1,0.5,2,NY,33,2,1,5,0,1,4/5/1944,52,0.529999971,61611,0.520777047,0.943532825,0.864000022,0.298999995,0.996041954,0.568807364,0.472647697,0.170923382,0.588550985,0.705128193,0.300000012,0.379999995,0,0.119999997,0.189999998,13,100,10,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0
213,1997-1998,105,2,1,GEORGIA,"KINGSTON, JOHN (JACK)",2,2,4,1,0.5,1,GA,11,5,1,5,0,1,4/24/1955,41,0.449999988,29277,0.509703338,0.754458487,0.700999975,0.148999989,0.547071815,0.346153855,0.447272718,0.252427191,0.627027035,0.631578922,0.689999998,0.079999998,0.02,0.050000001,0.159999996,0,100,5,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
214,1997-1998,105,1,4,WISCONS,"KLECZKA, GERALD",0,0,0,0,0,2,WI,50,3,0,14,0,1,11/26/1943,53,0.49000001,38681,0.522999823,0.938569725,0.786999941,0.166000009,0.977116108,0.379061371,0.275423735,0.159695819,0.475177318,0.709219873,0.5,0.280000001,0,0.02,0.200000003,63,65,70,0,0,0,0,1,0,1,1,1,1,1,0,1,1,1,1,1,1,1,1
215,1997-1998,105,1,4,PENNSYL,"KLINK, RON",1,1,2,1,0.5,1,PA,39,2,0,5,0,1,9/23/1951,45,0.469999999,32011,0.532309353,0.962648809,0.774999976,0.152999997,0.673390567,0.423664123,0.419689119,0.172131151,0.475655437,0.673076928,0.479999989,0.270000011,0.01,0.059999999,0.180000007,63,85,45,0,0,0,0,0,0,1,0,0,0,0,0,1,1,1,1,1,1,1,1
216,1997-1998,105,2,2,WISCONS,"KLUG, SCOTT L.",0,3,3,0,0,2,WI,50,3,1,7,0,1,1/16/1953,43,0.550000012,37432,0.51285547,0.955182016,0.84800005,0.26700002,0.635405064,0.379061371,0.275423735,0.159695819,0.475177318,0.709219873,0.5,0.280000001,0,0.02,0.200000003,50,45,45,0,0,0,1,1,1,1,1,1,0,0,0,0,0,1,1,0,1,0,0
217,1997-1998,105,2,11,MICHIGA,"KNOLLENBERG, JOSEPH",0,2,2,0,0,2,MI,23,3,1,5,0,1,11/28/1933,63,0.460000008,56234,0.521477997,0.93020469,0.876999974,0.344000012,0.950228572,0.388261855,0.336182326,0.233830839,0.648351669,0.615686297,0.529999971,0.230000004,0.01,0.059999999,0.189999998,0,100,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
218,1997-1998,105,2,5,ARIZONA,"KOLBE, JIM",0,0,0,0,0,1,AZ,3,8,1,13,0,1,6/28/1942,54,0.469999999,32829,0.515510261,0.879932106,0.844000041,0.25,0.865528047,0.511415541,0.231884062,0.276785702,0.686956525,0.663999975,0.360000014,0.289999992,0.059999999,0.059999999,0.219999999,38,35,50,0,0,1,0,1,1,1,1,1,0,1,1,0,0,0,0,0,1,1,0
219,1997-1998,105,1,10,OHIO,"KUCINICH, DENNIS J.",1,0,1,1,1,2,OH,36,3,0,1,0,1,10/8/1946,50,0.50999999,37053,0.532132149,0.94114238,0.754999995,0.194999993,0.996535301,0.380597025,0.365079373,0.195744678,0.54411763,0.590062141,0.540000021,0.189999998,0.01,0.059999999,0.200000003,63,90,60,0,1,0,0,0,0,1,0,0,1,1,0,1,1,1,1,1,1,1,1
220,1997-1998,105,1,29,NEW YOR,"LAFALCE, JOHN",0,1,1,0,0,2,NY,33,2,0,23,0,1,10/6/1939,57,0.50999999,35193,0.531905115,0.926266968,0.771999955,0.177999988,0.769993961,0.568807364,0.472647697,0.170923382,0.588550985,0.705128193,0.300000012,0.379999995,0,0.119999997,0.189999998,50,85,45,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1,1,1
221,1997-1998,105,2,18,ILLINOI,"LAHOOD, RAY",2,2,4,1,0.5,2,IL,14,3,1,3,0,1,12/6/1945,51,0.439999998,36423,0.527199507,0.93663007,0.790000021,0.174999997,0.63210398,0.445736438,0.427884609,0.200787395,0.661596954,0.678571403,0.460000008,0.289999992,0,0.059999999,0.189999998,38,100,15,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,1,0,0,0,0
222,1997-1998,105,1,9,TEXAS,"LAMPSON, NICHOLAS U.",2,0,2,1,1,2,TX,44,7,0,1,0,1,2/14/1945,51,0.479999989,35080,0.519513547,0.724517286,0.763999999,0.188999996,0.869073153,0.365517229,0.325174838,0.254992306,0.585333347,0.565217376,0.519999981,0.280000001,0.01,0.029999999,0.150000006,88,40,85,0,1,0,1,1,1,1,1,1,1,1,0,1,1,1,1,1,1,1,1
223,1997-1998,105,1,12,CALIFOR,"LANTOS, TOM",2,0,2,1,1,4,CA,5,9,0,17,0,1,2/1/1928,68,0.699999988,51727,0.522461116,0.651879609,0.844000041,0.316000015,1,0.567669153,0.378809869,0.231168836,0.634146333,0.672877848,0.330000013,0.319999993,0.02,0.079999998,0.25,100,6,95,1,1,1,1,1,1,1,1,1,1,1,0,1,1,1,1,1,1,1,1
224,1997-1998,105,2,1,OKLAHOM,"LARGENT, STEPHEN",1,3,4,1,0.25,1,OK,37,7,1,3,0,1,9/28/1954,42,0.370000005,34105,0.528358877,0.832292497,0.816999972,0.233999997,0.941376865,0.285714298,0,0.142857149,0.571428597,0.714285731,0.709999979,0.07,0,0.029999999,0.189999998,13,100,10,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0
225,1997-1998,105,2,5,IOWA,"LATHAM, TOM",2,1,3,1,0.666666687,1,IA,16,4,1,3,0,1,7/14/1948,48,0.439999998,29989,0.528379321,0.98030448,0.779999971,0.134000003,0.475005269,0.375,0.319999993,0.179487184,0.522727251,0.652173936,0.519999981,0.230000004,0,0.059999999,0.180000007,0,100,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
226,1997-1998,105,2,19,OHIO,"LATOURETTE, STEVEN C.",3,1,4,1,0.75,1,OH,36,3,1,3,0,1,7/22/1954,42,0.479999989,40093,0.530437529,0.967978716,0.798000038,0.193999991,0.877446353,0.380597025,0.365079373,0.195744678,0.54411763,0.590062141,0.540000021,0.189999998,0.01,0.059999999,0.200000003,25,90,15,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,1,0,0
227,1997-1998,105,2,2,NEW YOR,"LAZIO, RICK A.",2,0,2,1,1,2,NY,33,2,1,5,0,1,3/13/1958,38,0.540000021,53215,0.51956749,0.854765415,0.801999986,0.188999996,0.998561203,0.568807364,0.472647697,0.170923382,0.588550985,0.705128193,0.300000012,0.379999995,0,0.119999997,0.189999998,50,50,40,0,0,0,0,1,1,1,1,1,0,0,0,0,0,0,1,0,1,1,0
228,1997-1998,105,2,1,IOWA,"LEACH, JAMES",1,1,2,1,0.5,1,IA,16,4,1,21,0,1,10/15/1942,54,0.540000021,35846,0.519722223,0.949849546,0.828000009,0.227000013,0.763510168,0.375,0.319999993,0.179487184,0.522727251,0.652173936,0.519999981,0.230000004,0,0.059999999,0.180000007,75,50,55,0,0,0,0,1,1,1,1,1,1,1,0,0,0,1,1,0,1,1,0
229,1997-1998,105,1,18,TEXAS,"LEE, SHEILA JACKSON",1,1,2,1,0.5,1,TX,44,7,0,3,1,0,1/12/1950,47,0.730000019,25662,0.512439132,0.376737177,0.666000009,0.174999997,0.987884521,0.365517229,0.325174838,0.254992306,0.585333347,0.565217376,0.519999981,0.280000001,0.01,0.029999999,0.150000006,100,5,95,1,1,1,1,1,1,1,1,1,1,1,0,1,1,1,1,1,1,1,1
230,1997-1998,105,1,12,MICHIGA,"LEVIN, SANDER M.",2,2,4,1,0.5,4,MI,23,3,0,15,0,1,9/6/1931,65,0.519999981,45143,0.527081728,0.93286413,0.786000013,0.199000001,1,0.388261855,0.336182326,0.233830839,0.648351669,0.615686297,0.529999971,0.230000004,0.01,0.059999999,0.189999998,100,5,90,1,0,1,1,1,1,1,1,1,1,1,0,1,1,1,1,1,1,1,1
231,1997-1998,105,2,40,CALIFOR,"LEWIS, JERRY",2,5,7,1,0.285714298,1,CA,5,9,1,19,0,1,10/21/1934,62,0.379999995,34048,0.502153516,0.820719123,0.783000052,0.159999996,0.822844207,0.567669153,0.378809869,0.231168836,0.634146333,0.672877848,0.330000013,0.319999993,0.02,0.079999998,0.25,13,90,15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,1,0
232,1997-1998,105,1,5,GEORGIA,"LEWIS, JOHN",0,1,1,0,0,1,GA,11,5,0,11,0,0,2/21/1940,56,0.74000001,30269,0.536660552,0.356404692,0.736000001,0.259000003,0.97252959,0.346153855,0.447272718,0.252427191,0.627027035,0.631578922,0.689999998,0.079999998,0.02,0.050000001,0.159999996,100,6,80,1,1,0,1,0,1,1,1,0,1,1,1,1,0,1,1,1,1,1,1
233,1997-1998,105,2,2,KENTUCK,"LEWIS, RON",1,1,2,1,0.5,1,KY,18,6,1,3,0,1,9/14/1946,50,0.49000001,27031,0.516183496,0.934193492,0.650999963,0.111999996,0.442198128,0.200000003,NA,0,0.8125,0.600000024,0.610000014,0.140000001,0.01,0.050000001,0.189999998,0,100,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
234,1997-1998,105,2,11,GEORGIA,"LINDER, JOHN",1,1,2,1,0.5,1,GA,11,5,1,5,0,1,9/9/1942,54,0.370000005,28499,0.539731443,0.344815284,0.661000013,0.131999999,0.713890433,0.346153855,0.447272718,0.252427191,0.627027035,0.631578922,0.689999998,0.079999998,0.02,0.050000001,0.159999996,0,100,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
235,1997-1998,105,1,3,ILLINOI,"LIPINSKI, WILLIAM O.",1,1,2,1,0.5,2,IL,14,3,0,15,0,1,12/22/1937,59,0.529999971,42405,0.529281557,0.93338418,0.745000005,0.157000005,0.998456776,0.445736438,0.427884609,0.200787395,0.661596954,0.678571403,0.460000008,0.289999992,0,0.059999999,0.189999998,25,89,15,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,1
236,1997-1998,105,2,1,LOUISIA,"LIVINGSTON, ROBERT L.",1,3,4,1,0.25,1,LA,19,7,1,21,0,1,4/30/1943,53,0.370000005,33061,0.529481411,0.875957727,0.763000011,0.219999999,0.717580736,0.18699187,0.397260278,0.50515461,0.724409461,0.493670881,0.519999981,0.280000001,0,0.029999999,0.150000006,0,100,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
237,1997-1998,105,2,2,NEW JER,"LOBIONDO, FRANK",2,0,2,1,1,2,NJ,31,2,1,3,0,1,5/12/1946,50,0.5,38172,0.526277602,0.807224631,0.713000059,0.148999989,0.703417242,0.555555582,0.377192974,0.164750963,0.572992682,0.70714283,0.310000002,0.370000005,0.02,0.090000004,0.200000003,25,90,20,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,1,1,0,0
238,1997-1998,105,1,16,CALIFOR,"LOFGREN, ZOE",1,1,2,1,0.5,0,CA,5,9,0,3,1,1,12/21/1947,49,0.610000014,45688,0.484437257,0.551217675,0.696999967,0.193999991,0.959403455,0.567669153,0.378809869,0.231168836,0.634146333,0.672877848,0.330000013,0.319999993,0.02,0.079999998,0.25,100,5,90,1,1,1,1,1,1,1,1,1,1,0,0,1,1,1,1,1,1,1,1
239,1997-1998,105,1,18,NEW YOR,"LOWEY, NITA M.",2,1,3,1,0.666666687,4,NY,33,2,0,9,1,1,7/5/1937,59,0.579999983,53968,0.537756145,0.811109781,0.803000033,0.334000021,1,0.568807364,0.472647697,0.170923382,0.588550985,0.705128193,0.300000012,0.379999995,0,0.119999997,0.189999998,100,5,95,1,1,1,1,1,1,1,1,1,1,1,0,1,1,1,1,1,1,1,1
240,1997-1998,105,2,6,OKLAHOM,"LUCAS, FRANK D.",2,1,3,1,0.666666687,1,OK,37,7,1,3,0,1,1/6/1960,37,0.409999996,26418,0.522610188,0.783174098,0.718000054,0.133000001,0.703443289,0.285714298,0,0.142857149,0.571428597,0.714285731,0.709999979,0.07,0,0.029999999,0.189999998,0,100,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
241,1997-1998,105,1,6,MINNESO,"LUTHER, WILLIAM",1,1,2,1,0.5,2,MN,24,4,0,3,0,1,6/27/1945,51,0.50999999,46461,0.503718257,0.965605378,0.893000007,0.227000013,0.89559108,0.360544205,0.300813019,0.184668988,0.524590135,0.608974338,0.50999999,0.25,0.01,0.029999999,0.200000003,100,5,80,0,1,1,1,1,1,1,1,1,0,1,0,1,0,1,1,1,1,1,1
242,1997-1998,105,1,14,NEW YOR,"MALONEY, CAROLYN B.",2,0,2,1,1,1,NY,33,2,0,5,0,1,2/19/1948,48,0.699999988,59953,0.541062534,0.85876137,0.849000037,0.513999999,0.997074127,0.568807364,0.472647697,0.170923382,0.588550985,0.705128193,0.300000012,0.379999995,0,0.119999997,0.189999998,100,5,95,1,1,1,1,1,1,1,1,1,1,1,0,1,1,1,1,1,1,1,1
243,1997-1998,105,1,5,CONNECT,"MALONEY, JAMES H.",3,0,3,1,1,2,CT,7,1,0,1,0,1,9/17/1948,48,0.479999989,51420,0.520349562,0.911794126,0.791999996,0.268999994,0.792392373,NA,NA,NA,NA,NA,0.419999987,0.319999993,0.02,0.059999999,0.180000007,88,20,85,1,1,0,1,1,1,1,1,1,1,1,0,1,0,1,1,1,1,1,1
244,1997-1998,105,1,7,NEW YOR,"MANTON, THOMAS J.",2,2,4,1,0.5,2,NY,33,2,0,13,0,1,11/3/1932,64,0.680000007,36643,0.535415888,0.700272441,0.67900002,0.180000007,0.999619186,0.568807364,0.472647697,0.170923382,0.588550985,0.705128193,0.300000012,0.379999995,0,0.119999997,0.189999998,63,89,65,0,0,0,0,1,0,1,0,1,1,1,0,1,1,1,1,1,1,1,1
245,1997-1998,105,2,16,ILLINOI,"MANZULLO, DONALD",2,1,3,1,0.666666687,1,IL,14,3,1,5,0,1,3/24/1944,52,0.419999987,40060,0.518265605,0.928500712,0.789000034,0.171000004,0.740423083,0.445736438,0.427884609,0.200787395,0.661596954,0.678571403,0.460000008,0.289999992,0,0.059999999,0.189999998,0,100,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
246,1997-1998,105,1,7,MASSACH,"MARKEY, EDWARD J.",0,0,0,0,0,2,MA,22,1,0,21,0,1,7/11/1946,50,0.639999986,50284,0.53592515,0.933200121,0.839999974,0.305999994,0.98571384,0.588785052,0.406779647,0.170731708,0.671111107,0.765957475,0.239999995,0.439999998,0.01,0.079999998,0.230000004,88,6,80,1,1,0,1,1,0,1,1,1,1,1,0,1,1,1,1,1,1,1,0
247,1997-1998,105,1,31,CALIFOR,"MARTINEZ, MATTHEW G. (MARTY)",3,2,5,1,0.600000024,2,CA,5,9,0,16,0,0,2/14/1929,67,0.649999976,31858,0.508686125,0.482517034,0.56400001,0.133000001,1,0.567669153,0.378809869,0.231168836,0.634146333,0.672877848,0.330000013,0.319999993,0.02,0.079999998,0.25,88,32,80,1,1,0,1,1,1,0,1,1,0,1,0,1,1,1,1,1,1,1,1
248,1997-1998,105,1,20,PENNSYL,"MASCARA, FRANK R.",1,3,4,1,0.25,2,PA,39,2,0,3,0,1,1/19/1930,66,0.5,31949,0.533608675,0.961644709,0.756999969,0.172000006,0.595138013,0.423664123,0.419689119,0.172131151,0.475655437,0.673076928,0.479999989,0.270000011,0.01,0.059999999,0.180000007,63,90,40,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1,1
249,1997-1998,105,1,5,CALIFOR,"MATSUI, ROBERT TAKEO",0,1,1,0,0,1,CA,5,9,0,19,0,0,9/17/1941,55,0.569999993,35336,0.526279867,0.656091154,0.795000017,0.239999995,0.995187223,0.567669153,0.378809869,0.231168836,0.634146333,0.672877848,0.330000013,0.319999993,0.02,0.079999998,0.25,88,5,85,1,1,1,1,1,1,1,1,1,1,0,0,1,1,1,0,1,1,1,1
250,1997-1998,105,1,4,NEW YOR,"MCCARTHY, CAROLYN",0,1,1,0,0,2,NY,33,2,0,1,1,1,1/5/1944,53,0.560000002,56588,0.530322015,0.782814503,0.813000023,0.261999995,1,0.568807364,0.472647697,0.170923382,0.588550985,0.705128193,0.300000012,0.379999995,0,0.119999997,0.189999998,100,15,80,0,0,1,1,1,1,1,1,1,1,1,0,1,0,1,1,1,1,1,1
251,1997-1998,105,1,5,MISSOUR,"MCCARTHY, KAREN",0,0,0,0,0,2,MO,26,4,0,3,1,1,3/19/1947,49,0.579999983,33443,0.538087368,0.732421398,0.788000047,0.200000003,0.988498211,0.436241597,0.267175585,0.234482765,0.609271526,0.646341443,0.560000002,0.189999998,0.02,0.02,0.209999993,100,5,75,0,0,1,0,1,1,1,1,1,1,1,0,1,0,1,1,1,1,1,1
252,1997-1998,105,2,8,FLORIDA,"MCCOLLUM, BILL",0,3,3,0,0,1,FL,10,5,1,17,0,1,7/12/1944,52,0.439999998,36110,0.506263018,0.888462245,0.81400001,0.227000013,0.913984954,0.392344505,0.393292695,0.274358988,0.61662817,0.595744669,0.479999989,0.25999999,0.01,0.07,0.180000007,0,100,10,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0
253,1997-1998,105,2,4,LOUISIA,"MCCRERY, JAMES O.",0,2,2,0,0,1,LA,19,7,1,10,0,1,9/18/1949,47,0.519999981,17957,0.539030254,0.329066634,0.579999983,0.111000001,0.695865214,0.18699187,0.397260278,0.50515461,0.724409461,0.493670881,0.519999981,0.280000001,0,0.029999999,0.150000006,0,100,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0
254,1997-1998,105,2,10,PENNSYL,"MCDADE, JOSEPH M.",2,3,5,1,0.400000006,2,PA,39,2,1,35,0,1,9/29/1931,65,0.449999988,30920,0.530642211,0.980976939,0.75,0.138999999,0.46438539,0.423664123,0.419689119,0.172131151,0.475655437,0.673076928,0.479999989,0.270000011,0.01,0.059999999,0.180000007,38,89,20,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,1,0,1,0,0
255,1997-1998,105,1,7,WASHING,"MCDERMOTT, JIM",1,1,2,1,0.5,1,WA,48,9,0,9,0,1,12/28/1936,60,0.670000017,39547,0.513834596,0.755399466,0.864000022,0.370000005,0.985603273,0.591397822,0.269230783,0.205555558,0.529100537,0.707964599,0.389999986,0.200000003,0.039999999,0.050000001,0.310000002,100,0,95,1,1,1,1,1,1,1,1,1,1,1,0,1,1,1,1,1,1,1,1
256,1997-1998,105,1,3,MASSACH,"MCGOVERN, JAMES P.",0,0,0,0,0,2,MA,22,1,0,1,0,1,11/20/1959,37,0.600000024,43812,0.525604188,0.93927151,0.765999973,0.242000014,0.81167531,0.588785052,0.406779647,0.170731708,0.671111107,0.765957475,0.239999995,0.439999998,0.01,0.079999998,0.230000004,100,5,95,1,1,1,1,1,1,1,1,1,1,1,0,1,1,1,1,1,1,1,1
257,1997-1998,105,1,15,PENNSYL,"MCHALE, PAUL",1,2,3,1,0.333333343,2,PA,39,2,0,5,0,1,7/26/1950,46,0.460000008,38999,0.525371134,0.939751863,0.740999997,0.182000011,0.740520656,0.423664123,0.419689119,0.172131151,0.475655437,0.673076928,0.479999989,0.270000011,0.01,0.059999999,0.180000007,75,45,55,1,0,0,0,1,1,1,1,0,0,0,0,1,0,1,1,0,1,1,1
258,1997-1998,105,2,24,NEW YOR,"MCHUGH, JOHN M.",0,0,0,0,0,2,NY,33,2,1,5,0,1,9/29/1948,48,0.49000001,30372,0.502273023,0.953637362,0.738000035,0.136999995,0.352894336,0.568807364,0.472647697,0.170923382,0.588550985,0.705128193,0.300000012,0.379999995,0,0.119999997,0.189999998,38,95,15,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,1,0,0,0
259,1997-1998,105,2,3,COLORAD,"MCINNIS, SCOTT",2,1,3,1,0.666666687,2,CO,6,8,1,5,0,1,4/4/1953,43,0.430000007,28350,0.506804347,0.917477429,0.798000038,0.204999998,0.540350616,0.584795296,0.3125,0.201183438,0.519999981,0.670000017,0.419999987,0.230000004,0.029999999,0.050000001,0.270000011,0,95,10,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0
260,1997-1998,105,2,2,INDIANA,"MCINTOSH, DAVID M.",1,0,1,1,1,1,IN,15,3,1,3,0,1,6/8/1958,38,0.419999987,31533,0.527540803,0.950050116,0.731000006,0.123000003,0.570930481,0.243401766,0.264084518,0.252365917,0.538461566,0.525714278,0.550000012,0.200000003,0.01,0.050000001,0.189999998,0,100,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
261,1997-1998,105,1,7,NORTH C,"MCINTYRE, MIKE",0,2,2,0,0,1,NC,34,5,0,1,0,1,8/6/1956,40,0.439999998,28092,0.465101242,0.714817166,0.749000013,0.158000007,0.586714745,0.270491809,0.445945948,0.20408164,0.75,0.662500024,0.689999998,0.100000001,0.01,0.050000001,0.150000006,50,90,30,0,0,0,0,1,0,0,0,1,0,0,0,0,0,1,1,1,0,0,1
262,1997-1998,105,2,25,CALIFOR,"MCKEON, HOWARD P. (BUCK)",3,3,6,1,0.5,3,CA,5,9,1,5,0,1,9/9/1938,58,0.409999996,51207,0.493501663,0.799790621,0.828000009,0.229000002,0.898081481,0.567669153,0.378809869,0.231168836,0.634146333,0.672877848,0.330000013,0.319999993,0.02,0.079999998,0.25,0,100,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
263,1997-1998,105,1,4,GEORGIA,"MCKINNEY, CYNTHIA ANN",0,1,1,0,0,2,GA,11,5,0,5,1,0,3/17/1955,41,0.639999986,46435,0.517933667,0.832715988,0.870999992,0.345999986,0.922621906,0.346153855,0.447272718,0.252427191,0.627027035,0.631578922,0.689999998,0.079999998,0.02,0.050000001,0.159999996,100,0,95,1,1,1,1,1,1,1,1,1,1,1,0,1,1,1,1,1,1,1,1
